geoid,year,qoz_2018,population,population_source_code,poverty_universe,poverty_universe_source_code,poverty_count,poverty_count_source_code,median_household_income,median_household_income_source_code,median_gross_rent,median_gross_rent_source_code,civilian_labor_force,civilian_labor_force_source_code,unemployed,unemployed_source_code,workplace_jobs
25025010403,2019,0,2753,,2753,,979,,31071,,1894,,1691,,237,,1020
25025010404,2018,0,5223,,2663,,1526,,29474,,1886,,2608,,456,,1742
25025010404,2019,0,5135,,2586,,1355,,26875,,1894,,2562,,488,,1789
25025010405,2018,0,6038,,1649,,896,,16192,,775,,3271,,733,,1386
25025010405,2019,0,6008,,1705,,905,,19000,,669,,3405,,759,,1348
25025010408,2018,0,1392,,1392,,309,,64330,,1950,,1079,,40,,26
25025010408,2019,0,1497,,1497,,364,,66389,,1994,,1083,,30,,24
25025010500,2018,0,3522,,3018,,877,,49417,,2023,,1798,,118,,1199
25025010500,2019,0,3413,,2899,,838,,54278,,2120,,1759,,131,,1296
25025010600,2018,0,3145,,3145,,399,,93214,,2723,,1928,,48,,38939
25025010600,2019,0,3168,,3168,,439,,89886,,2604,,1966,,29,,36554
25025010701,2018,0,2568,,2230,,165,,107344,,2033,,1922,,53,,5681
25025010701,2019,0,2383,,2053,,150,,117875,,2004,,1817,,50,,5557
25025010702,2018,0,2610,,2450,,132,,150781,,2216,,1853,,76,,16404
25025010702,2019,0,2579,,2423,,145,,163938,,2482,,1802,,64,,18350
25025010801,2018,0,2951,,2598,,148,,116184,,2147,,1931,,106,,674
25025010801,2019,0,3002,,2645,,142,,123594,,2200,,1944,,85,,717
25025010802,2018,0,3106,,2947,,264,,126518,,2212,,2246,,47,,472
25025010802,2019,0,3238,,3075,,227,,131518,,2198,,2387,,90,,551
25025020101,2018,0,4751,,4751,,200,,111569,,2168,,3062,,137,,1583
25025020101,2019,0,4975,,4962,,206,,118250,,2435,,3290,,107,,1650
25025020200,2018,0,3691,,3691,,415,,88026,,2040,,3003,,15,,564
25025020200,2019,0,3584,,3584,,331,,94172,,2070,,2937,,29,,559
25025020301,2018,0,2160,,2038,,201,,89018,,2450,,1410,,51,,28783
25025020301,2019,0,2130,,2005,,265,,76563,,2497,,1390,,40,,28601
25025020302,2018,0,980,,980,,101,,123250,,2095,,751,,24,,1998
25025020302,2019,0,1089,,1089,,77,,145625,,2338,,805,,60,,2174
25025020303,2018,0,4311,,3692,,624,,105195,,2856,,2365,,114,,0
25025020303,2019,0,4489,,3904,,565,,106293,,3023,,2630,,66,,0
25025030100,2018,0,2334,,2334,,201,,103850,,1799,,1797,,0,,204
25025030100,2019,0,2243,,2243,,198,,102426,,1816,,1737,,0,,230
25025030200,2018,0,1814,,1814,,188,,96250,,1859,,1495,,25,,996
25025030200,2019,0,1678,,1678,,133,,95703,,1934,,1349,,22,,1082
25025030300,2018,0,5555,,5153,,886,,120238,,2640,,3474,,309,,0
25025030300,2019,0,5524,,5095,,740,,143153,,2823,,3616,,311,,0
25025030400,2018,0,2715,,2703,,244,,92047,,1872,,2091,,37,,2496
25025030400,2019,0,2336,,2327,,200,,100281,,1903,,1953,,38,,2524
25025030500,2018,0,2488,,2443,,199,,110278,,1981,,1942,,59,,688
25025030500,2019,0,2492,,2448,,168,,117500,,2118,,1927,,19,,613
25025040100,2018,0,2463,,2463,,104,,157222,,1644,,1600,,19,,2125
25025040100,2019,0,2442,,2442,,154,,152917,,,-666666666,1483,,24,,1986
25025040200,2018,1,2042,,2042,,581,,52262,,796,,908,,44,,134
25025040200,2019,1,1975,,1975,,418,,65500,,861,,952,,43,,147
25025040300,2018,1,4513,,4499,,550,,135744,,1787,,3032,,53,,830
25025040300,2019,1,4665,,4658,,446,,140313,,1831,,3039,,24,,414
25025040401,2018,0,2953,,2953,,589,,118333,,1400,,1690,,28,,826
25025040401,2019,0,2964,,2964,,262,,120234,,1271,,1744,,29,,826
25025040600,2018,0,3063,,3052,,89,,141736,,2313,,2292,,47,,6901
25025040600,2019,0,3395,,3385,,97,,142563,,2434,,2471,,31,,6899
25025040801,2018,1,4380,,4303,,1558,,53871,,728,,2400,,138,,2653
25025040801,2019,1,4449,,4376,,1482,,54917,,688,,2455,,115,,2617
25025050101,2018,0,5564,,5564,,1513,,42414,,1085,,3015,,317,,323
25025050101,2019,0,5656,,5656,,1324,,51230,,1261,,3213,,328,,332
25025050200,2018,0,5663,,5648,,787,,54753,,1460,,3413,,157,,467
25025050200,2019,0,5713,,5696,,931,,60739,,1547,,3427,,100,,464
25025050300,2018,0,2490,,2490,,1010,,20000,,531,,953,,85,,704
25025050300,2019,0,2803,,2803,,1057,,26842,,693,,1302,,90,,690
25025050400,2018,0,2472,,2472,,206,,62727,,1522,,1800,,82,,300
25025050400,2019,0,2284,,2284,,246,,67045,,1606,,1681,,72,,303
25025050500,2018,0,2351,,2351,,329,,61029,,1637,,1444,,90,,515
25025050500,2019,0,2278,,2278,,268,,58910,,1748,,1424,,101,,463
25025050600,2018,0,2481,,2481,,236,,69500,,1501,,1796,,72,,1840
25025050600,2019,0,2481,,2454,,141,,67841,,1482,,1786,,30,,1693
25025050700,2018,0,5608,,5586,,1375,,58698,,1548,,3327,,133,,382
25025050700,2019,0,5607,,5598,,633,,68384,,1775,,3501,,87,,392
25025050901,2018,0,4612,,4570,,807,,56156,,1485,,2982,,192,,836
25025050901,2019,0,4587,,4537,,597,,56141,,1617,,3007,,192,,996
25025051000,2018,0,4871,,4871,,817,,54844,,1292,,2653,,126,,2399
25025051000,2019,0,4721,,4721,,787,,54174,,1309,,2710,,151,,3222
25025051101,2018,0,7524,,7404,,1516,,57534,,1597,,4476,,209,,914
25025051101,2019,0,7687,,7565,,1212,,69145,,1667,,4774,,339,,863
25025051200,2018,0,2891,,2891,,378,,71645,,1354,,1742,,32,,944
25025051200,2019,0,3033,,3033,,289,,83952,,1676,,2019,,37,,761
25025060101,2018,0,3497,,3432,,120,,119107,,1897,,2472,,52,,233
25025060101,2019,0,3763,,3704,,140,,132305,,2106,,2758,,48,,271
25025060200,2018,0,2295,,2295,,61,,128409,,2104,,1799,,32,,32
25025060200,2019,0,2103,,2103,,54,,140592,,2447,,1629,,30,,43
25025060301,2018,0,3655,,3655,,329,,107396,,1774,,2639,,10,,717
25025060301,2019,0,3737,,3737,,312,,134792,,2224,,2759,,40,,722
25025060400,2018,0,5651,,5574,,623,,123967,,2040,,3982,,78,,959
25025060400,2019,0,5622,,5544,,625,,135750,,1986,,3976,,84,,545
25025060501,2018,0,4071,,4071,,135,,132750,,1919,,3266,,101,,887
25025060501,2019,0,4249,,4249,,161,,137554,,1690,,3355,,103,,1206
25025060600,2018,0,3621,,3621,,214,,137778,,3005,,2956,,106,,0
25025060600,2019,0,4162,,4162,,248,,155379,,3110,,3376,,60,,0
25025060700,2018,1,2615,,2615,,1264,,19189,,440,,912,,131,,101
25025060700,2019,1,2557,,2557,,1195,,18179,,442,,928,,138,,122
25025060800,2018,0,4317,,4290,,322,,116090,,1722,,3157,,36,,1253
25025060800,2019,0,4694,,4667,,415,,124545,,1898,,3539,,40,,1363
25025061000,2018,1,3227,,3227,,1027,,38950,,503,,1687,,249,,126
25025061000,2019,1,3158,,3158,,900,,38056,,540,,1781,,176,,115
25025061101,2018,1,2300,,2300,,1304,,12759,,344,,912,,212,,35
25025061101,2019,1,2305,,2305,,1074,,15576,,411,,1057,,183,,34
25025061200,2018,0,4356,,4356,,298,,130625,,2383,,3723,,209,,0
25025061200,2019,0,4584,,4571,,278,,153869,,2465,,3877,,229,,0
25025070101,2018,0,7075,,6037,,1292,,84083,,2301,,4147,,309,,0
25025070101,2019,0,7409,,6300,,1295,,85333,,2539,,4464,,367,,0
25025070200,2018,0,5622,,3875,,1104,,25280,,897,,2692,,281,,0
25025070200,2019,0,5373,,3708,,1156,,28646,,869,,2493,,221,,0
25025070300,2018,0,4461,,4457,,351,,113505,,1422,,3116,,43,,0
25025070300,2019,0,4450,,4446,,424,,115887,,1608,,3058,,44,,0
25025070402,2018,0,2398,,2303,,752,,28851,,1008,,1224,,96,,1870
25025070402,2019,0,2701,,2606,,809,,36333,,1294,,1424,,82,,1999
25025070500,2018,0,5781,,5781,,1144,,102250,,1068,,3833,,255,,0
25025070500,2019,0,5843,,5843,,1587,,62717,,894,,3680,,245,,0
25025070600,2018,0,2559,,2559,,153,,154659,,2618,,1701,,29,,555
25025070600,2019,0,2491,,2491,,140,,160750,,2698,,1695,,14,,597
25025070700,2018,0,2738,,2738,,324,,118553,,1465,,1780,,160,,3994
25025070700,2019,0,2676,,2676,,278,,134085,,1969,,1742,,104,,6732
25025070800,2018,0,3577,,3577,,684,,90547,,2139,,2756,,123,,0
25025070800,2019,0,3597,,3597,,579,,94653,,2394,,2740,,100,,0
25025070900,2018,0,2809,,2804,,443,,55875,,1172,,1794,,78,,0
25025070900,2019,0,3132,,3127,,437,,53000,,1171,,2079,,69,,0
25025071101,2018,0,4290,,4199,,1150,,52676,,,-666666666,2267,,151,,7886
25025071101,2019,0,3980,,3882,,868,,73995,,1116,,2287,,148,,8701
25025071201,2018,0,3734,,3653,,1190,,53649,,623,,1879,,279,,5759
25025071201,2019,0,3701,,3620,,1307,,55179,,586,,1876,,282,,5754
25025080100,2018,0,2690,,1874,,440,,31222,,1109,,895,,57,,9161
25025080100,2019,0,2749,,1966,,524,,32258,,1192,,891,,98,,9934
25025080300,2018,0,2089,,2077,,535,,35833,,1108,,1169,,108,,285
25025080300,2019,0,2205,,2194,,557,,42617,,970,,1134,,61,,291
25025080401,2018,0,3265,,3245,,1351,,19194,,703,,1326,,149,,1714
25025080401,2019,0,3040,,3019,,1409,,18602,,714,,1267,,140,,1734
25025080500,2018,1,3212,,3212,,1412,,22500,,611,,1413,,164,,187
25025080500,2019,1,3600,,3600,,1121,,30047,,556,,1588,,145,,193
25025080601,2018,1,4126,,1939,,796,,15703,,535,,2088,,552,,18465
25025080601,2019,1,4022,,1877,,778,,17594,,624,,2099,,536,,19423
25025080801,2018,0,4517,,2827,,1130,,21274,,485,,2269,,460,,1251
25025080801,2019,0,4679,,2976,,1261,,20500,,596,,2295,,457,,1282
25025080900,2018,0,3690,,3675,,1416,,61964,,2121,,2279,,131,,594
25025080900,2019,0,3586,,3571,,1356,,61528,,2264,,2221,,88,,627
25025081001,2018,0,4807,,4783,,2066,,22072,,804,,2430,,151,,39879
25025081001,2019,0,5005,,4980,,1957,,31917,,1314,,2604,,149,,42771
25025081100,2018,0,4088,,3632,,1181,,50696,,1539,,2122,,134,,0
25025081100,2019,0,4116,,3717,,1073,,57687,,1643,,2307,,102,,0
25025081200,2018,1,3664,,3664,,1350,,24958,,377,,1564,,181,,718
25025081200,2019,1,3712,,3712,,1368,,24854,,466,,1660,,238,,712
25025081300,2018,0,5326,,5309,,2534,,18003,,473,,2201,,245,,0
25025081300,2019,0,4885,,4868,,1912,,16226,,536,,2188,,225,,0
25025081400,2018,0,2941,,2941,,618,,47589,,1463,,1866,,130,,899
25025081400,2019,0,2924,,2924,,631,,55909,,1637,,1919,,141,,786
25025081500,2018,0,2616,,2576,,1060,,34194,,832,,1343,,207,,90
25025081500,2019,0,2807,,2763,,1028,,36464,,1000,,1436,,202,,98
25025081700,2018,0,4151,,4124,,1262,,36895,,908,,1977,,231,,862
25025081700,2019,0,3990,,3971,,1025,,32183,,905,,1927,,230,,799
25025081800,2018,0,3489,,3442,,1168,,30703,,925,,1603,,200,,206
25025081800,2019,0,3300,,3215,,940,,30767,,805,,1607,,236,,214
25025081900,2018,0,3494,,3494,,1645,,21964,,908,,1786,,253,,350
25025081900,2019,0,3704,,3704,,1554,,27745,,1014,,1926,,189,,377
25025082000,2018,0,3409,,3409,,1033,,40536,,1064,,1633,,125,,502
25025082000,2019,0,3421,,3421,,1063,,43077,,1137,,1603,,140,,530
25025082100,2018,0,5750,,5726,,2062,,20386,,482,,2563,,281,,155
25025082100,2019,0,5998,,5974,,1700,,25125,,589,,2806,,268,,181
25025090100,2018,0,5148,,5148,,1779,,32702,,904,,2526,,465,,223
25025090100,2019,0,5026,,5026,,1390,,34195,,973,,2549,,286,,237
25025090200,2018,0,2587,,2587,,886,,30500,,955,,1098,,182,,531
25025090200,2019,0,2348,,2348,,1052,,26755,,966,,925,,131,,537
25025090300,2018,0,3469,,3444,,1480,,30326,,1017,,1518,,148,,89
25025090300,2019,0,3095,,3095,,1257,,30975,,1038,,1287,,124,,102
25025090400,2018,0,4318,,4318,,1232,,37283,,963,,2347,,315,,239
25025090400,2019,0,4396,,4396,,1195,,38750,,913,,2572,,310,,276
25025090600,2018,0,2599,,2576,,478,,44000,,1363,,1569,,201,,670
25025090600,2019,0,2740,,2716,,477,,50117,,1401,,1595,,255,,834
25025090700,2018,0,3884,,3884,,709,,70575,,1577,,2506,,220,,4125
25025090700,2019,0,3878,,3878,,815,,70346,,1537,,2413,,165,,4314
25025090901,2018,1,3789,,3789,,1859,,24487,,1935,,1755,,124,,7466
25025090901,2019,1,3653,,3653,,1833,,25662,,2017,,1789,,140,,7140
25025091001,2018,0,2967,,2967,,192,,97176,,1650,,2009,,56,,2528
25025091001,2019,0,2821,,2821,,204,,94896,,1594,,1918,,111,,2322
25025091100,2018,0,4758,,4698,,609,,79087,,1678,,3035,,105,,412
25025091100,2019,0,4818,,4746,,536,,84972,,1847,,3179,,95,,325
25025091200,2018,0,3265,,3250,,626,,90268,,1325,,1932,,198,,400
25025091200,2019,0,3375,,3361,,629,,87292,,1339,,2100,,183,,282
25025091300,2018,0,2561,,2561,,616,,38750,,1215,,1356,,90,,437
25025091300,2019,0,2676,,2676,,504,,41020,,1164,,1447,,74,,476
25025091400,2018,0,3165,,3154,,718,,45524,,1029,,1685,,187,,2135
25025091400,2019,0,3244,,3231,,700,,45388,,1006,,1760,,198,,730
25025091500,2018,0,5048,,5048,,1015,,54182,,1331,,2837,,372,,154
25025091500,2019,0,5192,,5192,,1080,,53651,,1323,,2794,,415,,143
25025091600,2018,0,3106,,3106,,784,,46769,,1390,,1789,,118,,603
25025091600,2019,0,3089,,3089,,749,,47317,,1378,,1823,,152,,650
25025091700,2018,0,3214,,3191,,696,,43125,,1466,,1693,,188,,130
25025091700,2019,0,3267,,3232,,688,,49800,,1467,,1848,,234,,180
25025091800,2018,0,3528,,3509,,1000,,38403,,1349,,1874,,388,,580
25025091800,2019,0,3579,,3579,,1036,,33784,,1381,,1889,,235,,539
25025091900,2018,0,4194,,4194,,856,,50758,,1341,,2290,,344,,108
25025091900,2019,0,4528,,4528,,977,,54375,,1458,,2367,,347,,119
25025092000,2018,0,5347,,5347,,1092,,52993,,1445,,2916,,406,,385
25025092000,2019,0,5590,,5590,,1066,,57214,,1438,,3183,,363,,370
25025092101,2018,0,7178,,7066,,1358,,56882,,1360,,4233,,193,,5633
25025092101,2019,0,7321,,7210,,1393,,56149,,1460,,4291,,167,,5577
25025092200,2018,0,3107,,3095,,260,,64526,,1366,,1869,,109,,678
25025092200,2019,0,3282,,3229,,253,,71683,,1432,,2013,,38,,624
25025092300,2018,0,3392,,3370,,637,,50417,,1495,,1738,,132,,254
25025092300,2019,0,3443,,3414,,520,,55469,,1458,,1846,,138,,267
25025092400,2018,0,6549,,6514,,2594,,31885,,737,,3043,,487,,428
25025092400,2019,0,6413,,6388,,2334,,33591,,911,,2931,,241,,427
25025100100,2018,0,7140,,7118,,1967,,29483,,947,,3536,,314,,958
25025100100,2019,0,7013,,6984,,1965,,28659,,1134,,3253,,257,,908
25025100200,2018,0,3440,,3429,,850,,44750,,1528,,1800,,253,,68
25025100200,2019,0,3328,,3313,,893,,53269,,1728,,1705,,214,,70
25025100300,2018,0,4106,,4069,,1016,,51736,,1531,,2140,,202,,170
25025100300,2019,0,4394,,4353,,1036,,51645,,1779,,2289,,168,,183
25025100400,2018,0,5703,,5610,,1126,,54828,,1513,,3120,,239,,661
25025100400,2019,0,6040,,5948,,1695,,68194,,1545,,3186,,245,,659
25025100500,2018,0,6909,,6844,,2051,,46741,,1574,,3438,,351,,834
25025100500,2019,0,6623,,6445,,1595,,59913,,1524,,3479,,371,,857
25025100601,2018,0,5978,,5978,,831,,71086,,1567,,3847,,395,,552
25025100601,2019,0,6321,,6292,,733,,76593,,1631,,4125,,397,,554
25025100603,2018,0,1973,,1973,,101,,89375,,1438,,1413,,6,,2165
25025100603,2019,0,1912,,1912,,59,,90893,,1540,,1434,,34,,2406
25025100700,2018,0,4389,,4389,,307,,87063,,1178,,2406,,129,,1321
25025100700,2019,0,4410,,4410,,375,,96250,,1169,,2530,,173,,1245
25025100800,2018,0,6572,,6572,,652,,88425,,1535,,4235,,346,,2072
25025100800,2019,0,6230,,6230,,666,,89500,,1687,,4063,,204,,2056
25025100900,2018,0,4556,,4535,,494,,78220,,1610,,2598,,234,,867
25025100900,2019,0,4684,,4654,,395,,86716,,1673,,2638,,212,,957
25025101001,2018,0,5978,,5877,,1497,,44071,,1243,,3211,,187,,637
25025101001,2019,0,6014,,5945,,1281,,64185,,1402,,3300,,261,,636
25025101002,2018,0,6179,,6041,,1161,,45275,,1143,,3429,,503,,377
25025101002,2019,0,6662,,6549,,1586,,49947,,1261,,3653,,453,,378
25025101101,2018,0,3850,,3850,,643,,53523,,1694,,2032,,342,,190
25025101101,2019,0,3592,,3592,,715,,50625,,1737,,1945,,325,,211
25025101102,2018,0,5137,,5114,,1357,,46821,,1653,,2889,,350,,346
25025101102,2019,0,5265,,5265,,1265,,46080,,1712,,2880,,294,,349
25025110103,2018,0,6667,,6667,,1021,,83080,,1461,,3951,,422,,0
25025110103,2019,0,6812,,6812,,891,,87214,,1665,,4325,,423,,0
25025110201,2018,0,2528,,2528,,366,,42260,,1050,,1304,,104,,144
25025110201,2019,0,2534,,2534,,351,,45250,,1115,,1281,,103,,143
25025110301,2018,0,2720,,2720,,263,,74087,,1574,,1795,,123,,523
25025110301,2019,0,2656,,2656,,261,,69563,,1623,,1673,,86,,554
25025110401,2018,0,3550,,3550,,595,,57875,,1516,,2096,,131,,239
25025110401,2019,0,3807,,3807,,647,,64494,,1601,,2096,,191,,238
25025110403,2018,0,4532,,4532,,551,,85227,,1546,,2751,,93,,103
25025110403,2019,0,4881,,4881,,399,,100833,,1620,,2931,,70,,96
25025110501,2018,0,3738,,3738,,409,,86786,,1597,,2353,,113,,170
25025110501,2019,0,3429,,3429,,362,,94615,,1569,,2245,,34,,201
25025110502,2018,0,4909,,4849,,260,,97734,,1545,,3183,,53,,851
25025110502,2019,0,4740,,4701,,207,,98977,,1712,,3000,,29,,953
25025110601,2018,0,2970,,2748,,138,,109423,,1176,,1378,,68,,262
25025110601,2019,0,2997,,2788,,74,,107012,,1161,,1390,,43,,295
25025110607,2018,0,5420,,5065,,247,,107465,,1734,,3383,,219,,2554
25025110607,2019,0,5675,,5336,,91,,106222,,1896,,3547,,149,,2587
25025120103,2018,0,1669,,1669,,60,,143250,,2109,,1058,,8,,630
25025120103,2019,0,1852,,1852,,76,,160341,,2196,,1168,,15,,679
25025120104,2018,0,2210,,2210,,264,,89800,,1783,,1528,,49,,689
25025120104,2019,0,2335,,2335,,248,,100977,,1850,,1583,,67,,636
25025120105,2018,0,2726,,2189,,142,,158542,,2826,,1282,,53,,2054
25025120105,2019,0,2696,,2217,,143,,161473,,2750,,1356,,45,,2032
25025120201,2018,0,3919,,3919,,549,,71743,,1347,,2574,,107,,1063
25025120201,2019,0,3991,,3991,,341,,84321,,1666,,2689,,103,,1268
25025120301,2018,0,5570,,5439,,758,,95164,,1563,,3672,,222,,1623
25025120301,2019,0,5326,,5196,,690,,94362,,1951,,3772,,243,,1533
25025120400,2018,0,6519,,6356,,699,,91579,,1549,,4261,,166,,1831
25025120400,2019,0,6511,,6352,,532,,103016,,1642,,4134,,138,,1623
25025120500,2018,0,2817,,2750,,547,,81250,,1446,,1831,,145,,185
25025120500,2019,0,2850,,2736,,476,,84850,,1554,,1892,,117,,201
25025120600,2018,0,2447,,2447,,177,,103417,,2163,,1973,,9,,168
25025120600,2019,0,2507,,2507,,92,,105968,,2354,,2016,,8,,158
25025120700,2018,0,2332,,2327,,347,,96611,,1764,,1516,,59,,3918
25025120700,2019,0,2243,,2243,,262,,96711,,1846,,1557,,59,,3880
25025130100,2018,0,6764,,6724,,178,,104829,,1762,,4027,,250,,0
25025130100,2019,0,6807,,6769,,196,,112468,,1757,,4390,,203,,0
25025130200,2018,0,5299,,5181,,556,,109034,,1726,,3153,,164,,1417
25025130200,2019,0,5026,,4948,,506,,111808,,1761,,2921,,148,,1469
25025130300,2018,0,4519,,4519,,56,,118036,,1700,,2607,,192,,676
25025130300,2019,0,4456,,4456,,101,,123241,,1723,,2585,,159,,733
25025130402,2018,0,4934,,4928,,274,,72079,,1286,,2964,,66,,2168
25025130402,2019,0,4762,,4762,,196,,73039,,,-666666666,2647,,67,,1919
25025130404,2018,0,3439,,3315,,167,,73409,,1650,,1976,,87,,444
25025130404,2019,0,3394,,3293,,192,,69798,,1720,,2011,,102,,436
25025130406,2018,0,6345,,6297,,1138,,47102,,1265,,3002,,93,,419
25025130406,2019,0,6084,,6036,,822,,53265,,1223,,3049,,83,,463
25025140102,2018,0,5561,,5550,,486,,83710,,1411,,3265,,405,,1641
25025140102,2019,0,5779,,5779,,505,,98750,,1404,,3406,,412,,1519
25025140105,2018,0,4063,,4063,,276,,97545,,1218,,2483,,91,,429
25025140105,2019,0,4099,,4099,,332,,93810,,1727,,2560,,115,,444
25025140106,2018,0,2185,,2185,,494,,35938,,1090,,1088,,71,,174
25025140106,2019,0,2299,,2299,,573,,32056,,1026,,1109,,82,,237
25025140107,2018,0,2754,,2738,,312,,69599,,1255,,1722,,118,,110
25025140107,2019,0,2912,,2890,,345,,82750,,1111,,1692,,109,,121
25025140201,2018,0,2475,,2475,,246,,71125,,1357,,1522,,30,,1537
25025140201,2019,0,2454,,2454,,208,,81063,,1403,,1537,,56,,1597
25025140202,2018,0,6784,,6478,,738,,85074,,1285,,3952,,263,,307
25025140202,2019,0,6874,,6585,,700,,77250,,1224,,4053,,260,,284
25025140300,2018,0,7519,,7456,,1789,,45781,,1412,,3782,,413,,1626
25025140300,2019,0,7750,,7688,,1926,,62056,,1440,,3989,,545,,1588
25025140400,2018,0,8961,,8938,,1403,,62403,,1478,,4750,,352,,876
25025140400,2019,0,9056,,8998,,1727,,62743,,1421,,4911,,437,,843
25025160101,2018,0,9062,,8870,,1717,,57031,,1435,,4937,,235,,0
25025160101,2019,0,8870,,8680,,1328,,67058,,1445,,4635,,216,,0
25025160200,2018,1,4120,,4120,,811,,49821,,1362,,2076,,78,,881
25025160200,2019,1,4151,,4151,,828,,49688,,1513,,2037,,77,,974
25025160300,2018,0,2448,,2422,,369,,51667,,1504,,1346,,110,,1119
25025160300,2019,0,2283,,2257,,332,,52500,,1528,,1305,,79,,1000
25025160400,2018,1,3212,,3206,,477,,54800,,1307,,2114,,97,,9373
25025160400,2019,1,3276,,3276,,583,,58967,,1466,,2196,,130,,9049
25025160501,2018,0,5477,,5477,,1266,,47366,,1189,,3123,,167,,209
25025160501,2019,0,5854,,5854,,1017,,50917,,1319,,3411,,141,,178
25025160502,2018,0,5297,,5239,,945,,51326,,1333,,2876,,200,,2364
25025160502,2019,0,5105,,5025,,1184,,47689,,1255,,2669,,128,,2474
25025160601,2018,0,4723,,4617,,761,,59671,,1574,,2439,,168,,1403
25025160601,2019,0,4713,,4611,,831,,60818,,1578,,2560,,154,,1489
25025160602,2018,0,5513,,5502,,1056,,62960,,1289,,2843,,73,,982
25025160602,2019,0,5740,,5678,,1059,,63776,,1330,,2898,,100,,970
25025170100,2018,0,7759,,7759,,484,,58813,,1364,,4189,,338,,0
25025170100,2019,0,7935,,7781,,736,,68470,,1431,,4302,,391,,0
25025170200,2018,0,5085,,4966,,1023,,48250,,912,,2252,,92,,403
25025170200,2019,0,4844,,4726,,562,,49788,,1006,,2291,,101,,434
25025170300,2018,0,9070,,8976,,931,,72584,,1631,,5047,,197,,0
25025170300,2019,0,9417,,9332,,1143,,72721,,1572,,5092,,155,,0
25025170400,2018,0,5882,,5882,,1019,,48621,,1312,,3315,,208,,1303
25025170400,2019,0,5041,,5041,,958,,52474,,1124,,2754,,180,,1040
25025170501,2018,1,3737,,3737,,650,,45000,,1523,,1974,,61,,0
25025170501,2019,1,4117,,4117,,562,,60179,,1750,,2435,,142,,0
25025170502,2018,0,2546,,2546,,386,,53406,,1050,,1216,,76,,443
25025170502,2019,0,2430,,2430,,365,,63944,,1145,,1198,,63,,431
25025170601,2018,0,5548,,5548,,390,,66026,,1278,,3263,,158,,2514
25025170601,2019,0,5530,,5530,,424,,67230,,1320,,3268,,83,,2537
25025170701,2018,0,2114,,2102,,366,,52568,,1191,,1306,,111,,464
25025170701,2019,0,2099,,2093,,411,,49390,,1305,,1298,,117,,478
25025170702,2018,1,6228,,6228,,879,,49968,,1368,,3737,,153,,621
25025170702,2019,1,5798,,5798,,682,,54375,,1469,,3547,,135,,610
25025170800,2018,0,5997,,5954,,912,,54899,,1539,,3175,,308,,190
25025170800,2019,0,6481,,6431,,943,,69485,,1568,,3296,,222,,216
25025180101,2018,0,4788,,4788,,870,,43125,,1182,,2699,,50,,388
25025180101,2019,0,4992,,4992,,781,,51953,,1389,,2914,,39,,444
25025180200,2018,0,4176,,4164,,287,,76204,,1220,,2421,,153,,1117
25025180200,2019,0,4330,,4319,,259,,85179,,1251,,2621,,125,,1114
25025180301,2018,0,3014,,3006,,177,,91625,,1513,,1578,,59,,305
25025180301,2019,0,2864,,2853,,103,,86118,,1514,,1546,,51,,339
25025180400,2018,0,2158,,2138,,93,,81667,,1506,,1330,,51,,132
25025180400,2019,0,2001,,2001,,59,,83333,,1567,,1254,,44,,136
25025180500,2018,1,4399,,4399,,413,,72910,,1419,,2721,,168,,287
25025180500,2019,1,4355,,4343,,420,,76974,,1437,,2756,,139,,252
25025980101,2018,1,405,,399,,305,,,-666666666,,-666666666,180,,109,,0
25025980101,2019,1,457,,451,,346,,,-666666666,,-666666666,201,,113,,0
25025980300,2018,1,380,,227,,183,,,-666666666,,-666666666,82,,20,,288
25025980300,2019,1,380,,217,,191,,,-666666666,,-666666666,78,,44,,303
25025980700,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,5
25025980700,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,12
25025981000,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,6
25025981000,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,4
25025981100,2018,1,470,,288,,49,,43333,,1561,,172,,51,,299
25025981100,2019,1,442,,273,,41,,44808,,1601,,169,,35,,301
25025981201,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,53
25025981201,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,39
25025981202,2018,0,215,,0,,0,,,-666666666,,-666666666,33,,0,,9225
25025981202,2019,0,241,,28,,0,,,-666666666,,-666666666,52,,0,,10055
25025981300,2018,0,400,,400,,62,,115893,,2353,,311,,15,,14586
25025981300,2019,0,413,,413,,63,,128000,,2294,,359,,23,,15106
25025981501,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,77
25025981501,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,66
25025981502,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,957
25025981502,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,986
25025981600,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,100
25025981600,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,114
25025981700,2018,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,17
25025981700,2019,0,0,,0,,0,,,-666666666,,-666666666,0,,0,,19
25025981800,2018,0,26,,26,,0,,,-666666666,,-666666666,17,,5,,1621
